N-gram turi;N-gram;Chastota
Trigram;ağır ağır yeniden;1
Trigram;ağır yeniden bağlamağa;1
Trigram;yeniden bağlamağa başladım;1
Trigram;bağlamağa başladım yüz;1
Trigram;başladım yüz yüze;1
Trigram;yüz yüze geldiğimiz;1
Trigram;yüze geldiğimiz zaman;1
Trigram;geldiğimiz zaman ben;1
Trigram;zaman ben sakin;1
Trigram;ben sakin va;1
Trigram;sakin va biraz;1
Trigram;va biraz da;1
Trigram;biraz da alaycıydım;1
Trigram;da alaycıydım hayret;1
Trigram;alaycıydım hayret dedim;1
Trigram;hayret dedim siz;1
Trigram;dedim siz buralarda;1
Trigram;siz buralarda bu;1
Trigram;buralarda bu kadar;1
Trigram;bu kadar uzun;1
Trigram;kadar uzun yolculuğu;1
Trigram;uzun yolculuğu nasıl;1
Trigram;yolculuğu nasıl göze;1
Trigram;nasıl göze aldınız;1
Trigram;göze aldınız o;1
Trigram;aldınız o bir;1
Trigram;o bir şey;1
Trigram;bir şey söyliyemiyor;1
Trigram;şey söyliyemiyor bir;1
Trigram;söyliyemiyor bir yabancı;1
Trigram;bir yabancı karşısında;1
Trigram;yabancı karşısında gibi;1
Trigram;karşısında gibi çekingen;1
Trigram;gibi çekingen bir;1
Trigram;çekingen bir gülümseme;1
Trigram;bir gülümseme ile;1
Trigram;gülümseme ile yüzüme;1
Trigram;ile yüzüme bakıyordu;1
Trigram;yüzüme bakıyordu sonra;1
Trigram;bakıyordu sonra elini;1
Trigram;sonra elini uzattı;1
Trigram;elini uzattı ben;1
Trigram;uzattı ben kendiminkileri;1
Trigram;ben kendiminkileri hemen;1
Trigram;kendiminkileri hemen geri;1
Trigram;hemen geri çektim;1
Trigram;geri çektim arkama;1
Trigram;çektim arkama sakladım;1
Trigram;arkama sakladım müjgân;1
Trigram;sakladım müjgân abla;1
Trigram;müjgân abla ile;1
Trigram;abla ile kendimize;1
Trigram;ile kendimize bir;1
Trigram;kendimize bir böğürtlen;1
Trigram;bir böğürtlen ziyafeti;1
Trigram;böğürtlen ziyafeti verdik;1
Trigram;ziyafeti verdik ellerim;1
Trigram;verdik ellerim yapış;1
Trigram;ellerim yapış yapış;1
Trigram;yapış yapış sonra;1
Trigram;yapış sonra da;1
Trigram;sonra da üstüne;1
Trigram;da üstüne tozlar;1
Trigram;üstüne tozlar yapıştı;1
Trigram;tozlar yapıştı teyzeler;1
Trigram;yapıştı teyzeler nasıl;1
Trigram;teyzeler nasıl necmiye;1
Trigram;nasıl necmiye nasıl;1
Trigram;necmiye nasıl gözlerinden;1
Trigram;nasıl gözlerinden öpüyorlar;1
Trigram;gözlerinden öpüyorlar feride;1
Trigram;öpüyorlar feride mersi;1
Trigram;feride mersi ne;1
Trigram;mersi ne kadar;1
Trigram;ne kadar yanmışsın;1
Trigram;kadar yanmışsın feridederilerin;1
Trigram;yanmışsın feridederilerin pul;1
Trigram;feridederilerin pul pul;1
Trigram;pul pul olmuş;1
Trigram;pul olmuş güneşten;1
Trigram;olmuş güneşten bu;1
Trigram;güneşten bu aralık;1
Trigram;bu aralık müjgân;1
Trigram;aralık müjgân söze;1
Trigram;müjgân söze karıştı;1
Trigram;söze karıştı sen;1
Trigram;karıştı sen de;1
Trigram;sen de öyle;1
Trigram;de öyle kâmran;1
Trigram;öyle kâmran dedi;1
Trigram;kâmran dedi kim;1
Trigram;dedi kim bilir;1
Trigram;kim bilir şemsiyesiz;1
Trigram;bilir şemsiyesiz mehtapta;1
Trigram;şemsiyesiz mehtapta mı;1
Trigram;mehtapta mı dolaştı;1
Trigram;mı dolaştı nedir;1
Trigram;dolaştı nedir dedim;1
Trigram;nedir dedim gülüştük;1
Trigram;dedim gülüştük va;1
Trigram;gülüştük va yürüdük;1
Trigram;va yürüdük biraz;1
Trigram;yürüdük biraz sonra;1
Trigram;biraz sonra ayşe;1
Trigram;teyzemle müjgân kuzenimi;1
Trigram;müjgân kuzenimi aralarına;1
Trigram;kuzenimi aralarına aldılar;1
Trigram;aralarına aldılar teyzemin;1
Trigram;aldılar teyzemin komşuları;1
Trigram;teyzemin komşuları kırkı;1
Trigram;komşuları kırkı geçmiş;1
Trigram;kırkı geçmiş yaşlariyle;1
Trigram;geçmiş yaşlariyle kendilerini;1
Trigram;yaşlariyle kendilerini kadından;1
Trigram;kendilerini kadından kâmranı;1
Trigram;kadından kâmranı erkekten;1
Trigram;kâmranı erkekten sayarak;1
Trigram;erkekten sayarak biraz;1
Trigram;sayarak biraz alarga;1
Trigram;biraz alarga gidiyorlardı;1
Trigram;alarga gidiyorlardı ben;1
Trigram;gidiyorlardı ben önde;1
Trigram;ben önde çocuklarla;1
Trigram;önde çocuklarla beraber;1
Trigram;çocuklarla beraber yürüyordum;1
Trigram;beraber yürüyordum fakat;1
Trigram;yürüyordum fakat kulağım;1
Trigram;fakat kulağım arkadaydı;1
Trigram;kulağım arkadaydı kuzenimin;1
Trigram;arkadaydı kuzenimin teyzemle;1
Trigram;kuzenimin teyzemle müjgâna;1
Trigram;teyzemle müjgâna kendisini;1
Trigram;müjgâna kendisini hangi;1
Trigram;kendisini hangi rüzgârın;1
Trigram;hangi rüzgârın buraya;1
Trigram;rüzgârın buraya attığını;1
Trigram;buraya attığını anlatmasını;1
Trigram;attığını anlatmasını dinliyordum;1
Trigram;anlatmasını dinliyordum bu;1
Trigram;dinliyordum bu yaz;1
Trigram;bu yaz istanbulda;1
Trigram;yaz istanbulda çok;1
Trigram;istanbulda çok sıkıldım;1
Trigram;çok sıkıldım dedi;1
Trigram;sıkıldım dedi amma;1
Trigram;dedi amma bilemezsiniz;1
Trigram;amma bilemezsiniz ne;1
Trigram;bilemezsiniz ne kadar;1
Trigram;kadar çok topuğumu;1
Trigram;çok topuğumu hiddetle;1
Trigram;topuğumu hiddetle yere;1
Trigram;hiddetle yere vurdum;1
Trigram;yere vurdum içimden;1
Trigram;vurdum içimden elbette;1
Trigram;içimden elbette dedim;1
Trigram;elbette dedim mesut;1
Trigram;dedim mesut dulu;1
Trigram;mesut dulu yâdellere;1
Trigram;dulu yâdellere kaçırdıktan;1
Trigram;yâdellere kaçırdıktan sonra;1
Trigram;kaçırdıktan sonra bundan;1
Trigram;sonra bundan tabiî;1
Trigram;bundan tabiî ne;1
Trigram;tabiî ne olur;1
Trigram;ne olur o;1
Trigram;olur o devam;1
Trigram;o devam etti;1
Trigram;devam etti evvelki;1
Trigram;etti evvelki gece;1
Trigram;evvelki gece ayın;1
Trigram;gece ayın on;1
Trigram;ayın on beşi;1
Trigram;on beşi idi;1
Trigram;beşi idi bir;1
Trigram;idi bir arkadaş;1
Trigram;bir arkadaş grubuyle;1
Trigram;arkadaş grubuyle alemdağına;1
Trigram;grubuyle alemdağına çıktık;1
Trigram;alemdağına çıktık son;1
Trigram;çıktık son derece;1
Trigram;son derece güzel;1
Trigram;derece güzel bir;1
Trigram;güzel bir gece;1
Trigram;bir gece fakat;1
Trigram;gece fakat benim;1
Trigram;fakat benim yorucu;1
Trigram;benim yorucu eğlencelere;1
Trigram;yorucu eğlencelere tahammülüm;1
Trigram;eğlencelere tahammülüm yok;1
Trigram;tahammülüm yok sabaha;1
Trigram;yok sabaha doğru;1
Trigram;sabaha doğru kimseye;1
Trigram;doğru kimseye haber;1
Trigram;kimseye haber vermeden;1
Trigram;haber vermeden kendi;1
Trigram;vermeden kendi kendime;1
Trigram;kendi kendime şehre;1
Trigram;kendime şehre indim;1
Trigram;şehre indim hâsılı;1
Trigram;indim hâsılı fena;1
Trigram;hâsılı fena halde;1
Trigram;fena halde sıkılıyordum;1
Trigram;halde sıkılıyordum birkaç;1
Trigram;sıkılıyordum birkaç gün;1
Trigram;birkaç gün istanbuldan;1
Trigram;gün istanbuldan uzaklaşmayı;1
Trigram;istanbuldan uzaklaşmayı düşündüm;1
Trigram;uzaklaşmayı düşündüm fakat;1
Trigram;düşündüm fakat nereye;1
Trigram;fakat nereye gidersiniz;1
Trigram;nereye gidersiniz yalovanın;1
Trigram;gidersiniz yalovanın mevsimi;1
Trigram;yalovanın mevsimi değil;1
Trigram;mevsimi değil bursa;1
Trigram;değil bursa bu;1
Trigram;bursa bu aylarda;1
Trigram;bu aylarda cehennem;1
Trigram;aylarda cehennem gibi;1
Trigram;cehennem gibi yanar;1
Trigram;gibi yanar birdenbire;1
Trigram;yanar birdenbire aklıma;1
Trigram;birdenbire aklıma siz;1
Trigram;aklıma siz geldiniz;1
Trigram;siz geldiniz zaten;1
Trigram;geldiniz zaten sizi;1
Trigram;zaten sizi de;1
Trigram;sizi de dehşetli;1
Trigram;de dehşetli göreceğim;1
Trigram;dehşetli göreceğim gelmişti;1
Trigram;göreceğim gelmişti eniştemle;1
Trigram;gelmişti eniştemle teyzem;1
Trigram;eniştemle teyzem o;1
Trigram;teyzem o akşam;1
Trigram;o akşam kâmranı;1
Trigram;akşam kâmranı geç;1
Trigram;kâmranı geç vakte;1
Trigram;geç vakte kadar;1
Trigram;vakte kadar bahçede;1
Trigram;kadar bahçede alıkoydular;1
Trigram;bahçede alıkoydular müjgân;1
Trigram;alıkoydular müjgân da;1
Trigram;müjgân da yorgunluktan;1
Trigram;da yorgunluktan ayakta;1
Trigram;yorgunluktan ayakta duramıyacak;1
Trigram;ayakta duramıyacak halde;1
Trigram;duramıyacak halde olmasına;1
Trigram;halde olmasına rağmen;1
Trigram;olmasına rağmen burunlarının;1
Trigram;rağmen burunlarının dibinden;1
Trigram;burunlarının dibinden ayrılmıyordu;1
Trigram;dibinden ayrılmıyordu ben;1
Trigram;ayrılmıyordu ben bilâkis;1
Trigram;ben bilâkis grupa;1
Trigram;bilâkis grupa alarga;1
Trigram;grupa alarga duruyor;1
Trigram;alarga duruyor ikide;1
Trigram;duruyor ikide birde;1
Trigram;ikide birde içeride;1
Trigram;birde içeride yahut;1
Trigram;içeride yahut bahçenin;1
Trigram;yahut bahçenin arka;1
Trigram;bahçenin arka taraflarında;1
Trigram;arka taraflarında kayboluyordum;1
Trigram;taraflarında kayboluyordum bir;1
Trigram;kayboluyordum bir aralık;1
Trigram;bir aralık bilmem;1
Trigram;aralık bilmem niçin;1
Trigram;bilmem niçin yanlarına;1
Trigram;niçin yanlarına yaklaşmak;1
Trigram;yanlarına yaklaşmak lâzım;1
Trigram;yaklaşmak lâzım gelmişti;1
Trigram;lâzım gelmişti kâmran;1
Trigram;gelmişti kâmran halimden;1
Trigram;kâmran halimden alındığını;1
Trigram;halimden alındığını gösteren;1
Trigram;alındığını gösteren bir;1
Trigram;gösteren bir tavırla;1
Trigram;bir tavırla misafire;1
Trigram;tavırla misafire hürmette;1
Trigram;misafire hürmette kusur;1
Trigram;hürmette kusur ediliyor;1
Trigram;kusur ediliyor galiba;1
Trigram;ediliyor galiba dedi;1
Trigram;galiba dedi ben;1
Trigram;dedi ben gülerek;1
Trigram;ben gülerek omuzlarımı;1
Trigram;gülerek omuzlarımı kaldırdım;1
Trigram;omuzlarımı kaldırdım misafir;1
Trigram;kaldırdım misafir misafiri;1
Trigram;misafiri çekemez derler;1
Trigram;çekemez derler dedim;1
Trigram;derler dedim müjgân;1
Trigram;dedim müjgân beni;1
Trigram;müjgân beni tekrar;1
Trigram;beni tekrar kaçırmamak;1
Trigram;tekrar kaçırmamak ister;1
Trigram;kaçırmamak ister gibi;1
Trigram;ister gibi sımsıkı;1
Trigram;gibi sımsıkı bileğimden;1
Trigram;sımsıkı bileğimden eteğimden;1
Trigram;bileğimden eteğimden tutuyordu;1
Trigram;eteğimden tutuyordu silkindim;1
Trigram;tutuyordu silkindim va;1
Trigram;silkindim va yatmağa;1
Trigram;va yatmağa ihtiyacım;1
Trigram;yatmağa ihtiyacım olduğunu;1
Trigram;ihtiyacım olduğunu söyliyerek;1
Trigram;olduğunu söyliyerek odama;1
Trigram;söyliyerek odama çıktım;1
Trigram;odama çıktım müjgân;1
Trigram;çıktım müjgân geç;1
Trigram;müjgân geç vakit;1
Trigram;geç vakit odaya;1
Trigram;vakit odaya geldiği;1
Trigram;odaya geldiği zaman;1
Trigram;geldiği zaman ben;1
Trigram;zaman ben yatağımda;1
Trigram;ben yatağımda uyuyordum;1
Trigram;yatağımda uyuyordum karyolamın;1
Trigram;uyuyordum karyolamın kenarına;1
Trigram;karyolamın kenarına oturdu;1
Trigram;kenarına oturdu yüzüme;1
Trigram;oturdu yüzüme baktı;1
Trigram;yüzüme baktı güleceğimi;1
Trigram;baktı güleceğimi hissederek;1
Trigram;güleceğimi hissederek öte;1
Trigram;hissederek öte tarafa;1
Trigram;öte tarafa döndüm;1
Trigram;tarafa döndüm horlamağa;1
Trigram;döndüm horlamağa başladım;1
Trigram;horlamağa başladım o;1
Trigram;başladım o zorla;1
Trigram;o zorla başımı;1
Trigram;zorla başımı kaldırdı;1
Trigram;başımı kaldırdı sahtekârlığa;1
Trigram;kaldırdı sahtekârlığa lüzum;1
Trigram;sahtekârlığa lüzum yok;1
Trigram;lüzum yok aç;1
Trigram;yok aç gözlerini;1
Trigram;aç gözlerini dedi;1
Trigram;gözlerini dedi vallahi;1
Trigram;dedi vallahi uyuyordum;1
Trigram;vallahi uyuyordum diye;1
Trigram;uyuyordum diye gözlerimi;1
Trigram;diye gözlerimi iri;1
Trigram;gözlerimi iri iri;1
Trigram;iri iri açtım;1
Trigram;iri açtım fakat;1
Trigram;açtım fakat ikimiz;1
Trigram;fakat ikimiz de;1
Trigram;ikimiz de kendimizi;1
Trigram;de kendimizi tutamıyarak;1
Trigram;kendimizi tutamıyarak gülmeğe;1
Trigram;tutamıyarak gülmeğe başladık;1
Trigram;gülmeğe başladık müjgân;1
Trigram;başladık müjgân çenemi;1
Trigram;müjgân çenemi okşıyarak;1
Trigram;çenemi okşıyarak tahminim;1
Trigram;okşıyarak tahminim doğru;1
Trigram;tahminim doğru çıktı;1
Trigram;doğru çıktı dedi;1
Trigram;çıktı dedi sert;1
Trigram;dedi sert bir;1
Trigram;sert bir hareketle;1
Trigram;bir hareketle karyola;1
Trigram;hareketle karyola demirlerini;1
Trigram;karyola demirlerini zıngırtatarak;1
Trigram;demirlerini zıngırtatarak doğruldum;1
Trigram;zıngırtatarak doğruldum ne;1
Trigram;doğruldum ne demek;1
Trigram;demek istiyorsun o;1
Trigram;istiyorsun o birdenbire;1
Trigram;o birdenbire ürktü;1
Trigram;birdenbire ürktü hiç;1
Trigram;ürktü hiç hiç;1
Trigram;hiç hiç dedi;1
Trigram;hiç dedi sonra;1
Trigram;dedi sonra gülerek;1
Trigram;sonra gülerek ilâve;1
Trigram;gülerek ilâve etti;1
Trigram;ilâve etti allah;1
Trigram;etti allah aşkına;1
Trigram;allah aşkına boğuşmağa;1
Trigram;aşkına boğuşmağa falan;1
Trigram;boğuşmağa falan kalkayım;1
Trigram;falan kalkayım deme;1
Trigram;kalkayım deme yorgunluktan;1
Trigram;deme yorgunluktan ölürüm;1
Trigram;yorgunluktan ölürüm ve;1
Trigram;ölürüm ve lâmbayı;1
Trigram;ve lâmbayı söndürerek;1
Trigram;lâmbayı söndürerek yatağına;1
Trigram;söndürerek yatağına girdi;1
Trigram;yatağına girdi birkaç;1
Trigram;girdi birkaç dakika;1
Trigram;birkaç dakika sonra;1
Trigram;dakika sonra ben;1
Trigram;sonra ben onun;1
Trigram;ben onun karyolasına;1
Trigram;onun karyolasına gitmiş;1
Trigram;karyolasına gitmiş başını;1
Trigram;gitmiş başını yastığından;1
Trigram;başını yastığından kaldırarak;1
Trigram;yastığından kaldırarak kollarıma;1
Trigram;kaldırarak kollarıma almış;1
Trigram;kollarıma almış bulunuyordum;1
Trigram;almış bulunuyordum fakat;1
Trigram;bulunuyordum fakat o;1
Trigram;fakat o zavallı;1
Trigram;o zavallı hakikaten;1
Trigram;zavallı hakikaten uyumuştu;1
Trigram;hakikaten uyumuştu gözlerini;1
Trigram;uyumuştu gözlerini açmadan;1
Trigram;gözlerini açmadan yapma;1
Trigram;açmadan yapma feride;1
Trigram;yapma feride diye;1
Trigram;feride diye yalvardı;1
Trigram;diye yalvardı peki;1
Trigram;yalvardı peki dedim;1
Trigram;peki dedim yalnız;1
Trigram;dedim yalnız dilimin;1
Trigram;yalnız dilimin ucunda;1
Trigram;dilimin ucunda bir;1
Trigram;ucunda bir şey;1
Trigram;şey var ki;1
Trigram;var ki mutlaka;1
Trigram;ki mutlaka söylemezsem;1
Trigram;mutlaka söylemezsem bu;1
Trigram;söylemezsem bu sefer;1
Trigram;bu sefer ben;1
Trigram;sefer ben uyuyamıyacağım;1
Trigram;ben uyuyamıyacağım odanın;1
Trigram;uyuyamıyacağım odanın karanlığına;1
Trigram;odanın karanlığına müjgânın;1
Trigram;karanlığına müjgânın kapalı;1
Trigram;müjgânın kapalı gözlerine;1
Trigram;kapalı gözlerine rağmen;1
Trigram;gözlerine rağmen yüzümü;1
Trigram;rağmen yüzümü onun;1
Trigram;yüzümü onun saçlarına;1
Trigram;onun saçlarına saklıyarak;1
Trigram;saçlarına saklıyarak kulağına;1
Trigram;saklıyarak kulağına fısıldadım;1
Trigram;kulağına fısıldadım senin;1
Trigram;fısıldadım senin aklından;1
Trigram;senin aklından delice;1
Trigram;aklından delice bir;1
Trigram;delice bir şeyler;1
Trigram;bir şeyler geçiyoranlıyorumona;1
Trigram;şeyler geçiyoranlıyorumona bir;1
Trigram;geçiyoranlıyorumona bir şey;1
Trigram;bir şey söyliyecek;1
Trigram;şey söyliyecek olursan;1
Trigram;söyliyecek olursan seni;1
Trigram;olursan seni zorla;1
Trigram;seni zorla kucağıma;1
Trigram;zorla kucağıma alır;1
Trigram;kucağıma alır ikimizi;1
Trigram;alır ikimizi birden;1
Trigram;ikimizi birden denize;1
Trigram;birden denize atarım;1
Trigram;denize atarım müjgân;1
Trigram;atarım müjgân peki;1
Trigram;müjgân peki peki;1
Trigram;peki peki ne;1
Trigram;peki ne istersen;1
Trigram;ne istersen dedi;1
Trigram;istersen dedi va;1
Trigram;dedi va hâlâ;1
Trigram;va hâlâ hafif;1
Trigram;hâlâ hafif hafif;1
Trigram;hafif hafif başını;1
Trigram;hafif başını sarsmakta;1
Trigram;başını sarsmakta devam;1
Trigram;sarsmakta devam etmeme;1
Trigram;devam etmeme rağmen;1
Trigram;etmeme rağmen tekrar;1
Trigram;rağmen tekrar uyudu;1
Trigram;tekrar uyudu kâmranın;1
Trigram;uyudu kâmranın gelmesi;1
Trigram;kâmranın gelmesi hakikaten;1
Trigram;gelmesi hakikaten keyfimi;1
Trigram;hakikaten keyfimi kaçırdı;1
Trigram;keyfimi kaçırdı ona;1
Trigram;kaçırdı ona karşı;1
Trigram;ona karşı duyduğum;1
Trigram;karşı duyduğum hiddete;1
Trigram;duyduğum hiddete korkuya;1
Trigram;hiddete korkuya iğrenmeğe;1
Trigram;korkuya iğrenmeğe benzer;1
Trigram;iğrenmeğe benzer karmakarışık;1
Trigram;benzer karmakarışık his;1
Trigram;karmakarışık his günden;1
Trigram;his günden güne;1
Trigram;günden güne artıyordu;1
Trigram;güne artıyordu karşı;1
Trigram;artıyordu karşı karşıya;1
Trigram;geldiğimiz zaman hiç;1
Trigram;zaman hiç sebepsiz;1
Trigram;hiç sebepsiz kabalık;1
Trigram;sebepsiz kabalık ediyor;1
Trigram;kabalık ediyor ve;1
Trigram;ediyor ve kaçıyordum;1
Trigram;ve kaçıyordum bereket;1
Trigram;kaçıyordum bereket versin;1
Trigram;bereket versin aziz;1
Trigram;versin aziz eniştem;1
Trigram;aziz eniştem misafirine;1
Trigram;eniştem misafirine fena;1
Trigram;misafirine fena halde;1
Trigram;fena halde kancayı;1
Trigram;halde kancayı takmıştı;1
Trigram;kancayı takmıştı onunla;1
Trigram;takmıştı onunla görüştürmek;1
Trigram;onunla görüştürmek için;1
Trigram;görüştürmek için eve;1
Trigram;için eve çeşit;1
Trigram;eve çeşit çeşit;1
Trigram;çeşit çeşit insanlar;1
Trigram;çeşit insanlar çağırıyor;1
Trigram;insanlar çağırıyor ve;1
Trigram;çağırıyor ve hemen;1
Trigram;ve hemen her;1
Trigram;hemen her gün;1
Trigram;her gün uzun;1
Trigram;gün uzun bir;1
Trigram;uzun bir araba;1
Trigram;bir araba gezintisine;1
Trigram;araba gezintisine yahut;1
Trigram;gezintisine yahut yerlilerden;1
Trigram;yahut yerlilerden birinin;1
Trigram;yerlilerden birinin bağ;1
Trigram;birinin bağ ve;1
Trigram;bağ ve bahçesine;1
Trigram;ve bahçesine davet;1
Trigram;bahçesine davet götürüyordu;1
Trigram;davet götürüyordu bir;1
Trigram;götürüyordu bir sabah;1
Trigram;bir sabah yine;1
Trigram;sabah yine böyle;1
Trigram;yine böyle bir;1
Trigram;böyle bir davete;1
Trigram;bir davete gitmeğe;1
Trigram;davete gitmeğe hazırlanırken;1
Trigram;gitmeğe hazırlanırken kuzenimle;1
Trigram;hazırlanırken kuzenimle merdiven;1
Trigram;kuzenimle merdiven başında;1
Trigram;merdiven başında karşılaştım;1
Trigram;başında karşılaştım yolumu;1
Trigram;karşılaştım yolumu kesti;1
Trigram;yolumu kesti işitilmediğinden;1
Trigram;kesti işitilmediğinden emin;1
Trigram;işitilmediğinden emin olmak;1
Trigram;emin olmak ister;1
Trigram;olmak ister gibi;1
Trigram;ister gibi bir;1
Trigram;gibi bir tavırla;1
Trigram;bir tavırla etrafına;1
Trigram;tavırla etrafına baktıktan;1
Trigram;etrafına baktıktan sonra;1
Trigram;baktıktan sonra ikramın;1
Trigram;sonra ikramın fazlalığından;1
Trigram;ikramın fazlalığından öleceğim;1
Trigram;fazlalığından öleceğim feride;1
Trigram;öleceğim feride dedi;1
Trigram;feride dedi ben;1
Trigram;dedi ben onunla;1
Trigram;ben onunla merdiven;1
Trigram;onunla merdiven parmaklığı;1
Trigram;parmaklığı arasındaki aralıktan;1
Trigram;arasındaki aralıktan ona;1
Trigram;aralıktan ona sürünmeden;1
Trigram;ona sürünmeden geçip;1
Trigram;sürünmeden geçip geçemiyeceğimi;1
Trigram;geçip geçemiyeceğimi hesabederek;1
Trigram;geçemiyeceğimi hesabederek fena;1
Trigram;hesabederek fena mı;1
Trigram;fena mı dedim;1
Trigram;mı dedim sizi;1
Trigram;dedim sizi her;1
Trigram;sizi her gün;1
Trigram;her gün gezdiriyorlar;1
Trigram;gün gezdiriyorlar kâmran;1
Trigram;gezdiriyorlar kâmran komik;1
Trigram;kâmran komik bir;1
Trigram;komik bir yeisle;1
Trigram;bir yeisle gülümsedi;1
Trigram;yeisle gülümsedi gözlerini;1
Trigram;gülümsedi gözlerini tavana;1
Trigram;gözlerini tavana kaldırdı;1
Trigram;tavana kaldırdı misafir;1
Trigram;kaldırdı misafir misafiri;1
Trigram;misafiri çekemez amma;1
Trigram;çekemez amma misafirin;1
Trigram;amma misafirin misafire;1
Trigram;misafirin misafire ev;1
Trigram;misafire ev sahibini;1
Trigram;ev sahibini çekiştirmesi;1
Trigram;sahibini çekiştirmesi eski;1
Trigram;çekiştirmesi eski usullerdendir;1
Trigram;eski usullerdendir dedi;1
Trigram;usullerdendir dedi bari;1
Trigram;dedi bari ben;1
Trigram;bari ben de;1
Trigram;ben de öyle;1
Trigram;de öyle yapayım;1
Trigram;öyle yapayım kuzenim;1
Trigram;yapayım kuzenim nedense;1
Trigram;kuzenim nedense benim;1
Trigram;nedense benim ilk;1
Trigram;benim ilk gece;1
Trigram;ilk gece söylediğim;1
Trigram;gece söylediğim misafir;1
Trigram;söylediğim misafir misafiri;1
Trigram;misafiri çekemez sözüne;1
Trigram;çekemez sözüne içerlemişti;1
Trigram;sözüne içerlemişti ikide;1
Trigram;içerlemişti ikide birde;1
Trigram;ikide birde bana;1
Trigram;birde bana bunun;1
Trigram;bana bunun için;1
Trigram;bunun için taş;1
Trigram;için taş atıyordu;1
Trigram;taş atıyordu iyi;1
Trigram;atıyordu iyi amma;1
Trigram;iyi amma dedim;1
Trigram;amma dedim ortada;1
Trigram;dedim ortada şikâyet;1
Trigram;ortada şikâyet edilecek;1
Trigram;şikâyet edilecek bir;1
Trigram;edilecek bir şey;1
Trigram;bir şey yok;1
Trigram;şey yok her;1
Trigram;yok her gün;1
Trigram;her gün yeni;1
Trigram;gün yeni yeni;1
Trigram;yeni yeni yerler;1
Trigram;yeni yerler insanlar;1
Trigram;yerler insanlar tanıyorsunuz;1
Trigram;insanlar tanıyorsunuz o;1
Trigram;tanıyorsunuz o tekrar;1
Trigram;o tekrar dudak;1
Trigram;tekrar dudak büktü;1
Trigram;dudak büktü tanıdığım;1
Trigram;büktü tanıdığım insanlar;1
Trigram;tanıdığım insanlar hiç;1
Trigram;insanlar hiç öyle;1
Trigram;hiç öyle zevk;1
Trigram;öyle zevk verici;1
Trigram;zevk verici insanlar;1
Trigram;verici insanlar değil;1
Trigram;insanlar değil artık;1
Trigram;değil artık kendimi;1
Trigram;artık kendimi tutamadım;1
Trigram;kendimi tutamadım sizi;1
Trigram;tutamadım sizi eğlendirecek;1
Trigram;sizi eğlendirecek insanı;1
Trigram;eğlendirecek insanı nereden;1
Trigram;insanı nereden bulup;1
Trigram;nereden bulup getirsinler;1
Trigram;bulup getirsinler zavallılar;1
Trigram;getirsinler zavallılar dedim;1
Trigram;zavallılar dedim kâmran;1
Trigram;dedim kâmran kendisini;1
Trigram;kâmran kendisini eğlendirecek;1
Trigram;kendisini eğlendirecek insandan;1
Trigram;eğlendirecek insandan kimi;1
Trigram;insandan kimi kastettiğimi;1
Trigram;kimi kastettiğimi anlamıştı;1
Trigram;kastettiğimi anlamıştı heyecanla;1
Trigram;anlamıştı heyecanla ellerini;1
Trigram;heyecanla ellerini uzattı;1
Trigram;ellerini uzattı feride;1
Trigram;uzattı feride dedi;1
Trigram;feride dedi fakat;1
Trigram;dedi fakat uzanan;1
Trigram;fakat uzanan elleri;1
Trigram;uzanan elleri boşta;1
Trigram;elleri boşta kaldı;1
Trigram;boşta kaldı ben;1
Trigram;kaldı ben onun;1
Trigram;ben onun vücudiyle;1
Trigram;onun vücudiyle merdiven;1
Trigram;vücudiyle merdiven parmaklığı;1
Trigram;parmaklığı arasındaki delikten;1
Trigram;arasındaki delikten fırlayıp;1
Trigram;delikten fırlayıp kaçmıştım;1
Trigram;fırlayıp kaçmıştım basamakları;1
Trigram;kaçmıştım basamakları ikişer;1
Trigram;basamakları ikişer ikişer;1
Trigram;ikişer ikişer atlıyarak;1
Trigram;ikişer atlıyarak şarkı;1
Trigram;atlıyarak şarkı söyliyerek;1
Trigram;şarkı söyliyerek bahçeye;1
Trigram;söyliyerek bahçeye doğru;1
Trigram;bahçeye doğru koşuyordum;1
Trigram;doğru koşuyordum nihayet;1
Trigram;koşuyordum nihayet bir;1
Trigram;nihayet bir gün;1
Trigram;bir gün müjgân;1
Trigram;gün müjgân bana;1
Trigram;müjgân bana edeceğini;1
Trigram;bana edeceğini etti;1
Trigram;edeceğini etti bir;1
Trigram;etti bir sabah;1
Trigram;bir sabah onunla;1
Trigram;sabah onunla deniz;1
Trigram;onunla deniz kenarındaki;1
Trigram;deniz kenarındaki bayırda;1
Trigram;kenarındaki bayırda dolaşıyorduk;1
Trigram;bayırda dolaşıyorduk gece;1
Trigram;dolaşıyorduk gece yağmur;1
Trigram;gece yağmur yağdığı;1
Trigram;yağmur yağdığı için;1
Trigram;yağdığı için havada;1
Trigram;için havada tatlı;1
Trigram;havada tatlı bir;1
Trigram;tatlı bir sonbahar;1
Trigram;bir sonbahar serinliği;1
Trigram;sonbahar serinliği vardı;1
Trigram;serinliği vardı dumana;1
Trigram;vardı dumana sise;1
Trigram;dumana sise benziyen;1
Trigram;sise benziyen şekilsiz;1
Trigram;benziyen şekilsiz bir;1
Trigram;şekilsiz bir bulut;1
Trigram;bir bulut güneşi;1
Trigram;bulut güneşi saklıyor;1
Trigram;güneşi saklıyor denizin;1
